,entsoe_wind_DE_50HZ,entsoe_solar_DE_50HZ,wpl_wind_DE_50HZ,atlite_wind_DE_50HZ,pvlib_mastr_solar_DE_50HZ,atlite_solar_DE_50HZ,entsoe_wind_DE_AMPRION,entsoe_solar_DE_AMPRION,wpl_wind_DE_AMPRION,atlite_wind_DE_AMPRION,pvlib_mastr_solar_DE_AMPRION,atlite_solar_DE_AMPRION,entsoe_wind_DE_TENNET,entsoe_solar_DE_TENNET,wpl_wind_DE_TENNET,atlite_wind_DE_TENNET,pvlib_mastr_solar_DE_TENNET,atlite_solar_DE_TENNET,entsoe_wind_DE_TRANSNET,entsoe_solar_DE_TRANSNET,wpl_wind_DE_TRANSNET,atlite_wind_DE_TRANSNET,pvlib_mastr_solar_DE_TRANSNET,atlite_solar_DE_TRANSNET
2023-01-15 10:00:00,11663.25,1369.75,13218.051179757145,12241.605038168234,1715.0329185162398,1392.9509525158146,8824.25,1177.75,9771.861908463148,9454.357234194682,1562.9990818615274,1864.9376695056935,17212.75,1578.0,22470.23298411428,21932.7705275818,2802.3109963268334,2835.6784313517214,1166.5,249.5,615.743878742092,393.6465107330063,265.59660664033765,126.30747724417503
2023-01-15 11:00:00,12543.25,1638.5,13719.465294745054,12932.169550491288,3184.741215991406,2920.493963489323,9165.0,1439.5,10743.364174989632,10618.603645359552,3661.407426446176,4170.009357522847,17995.25,1874.0,23366.962285505433,22821.46009615582,3967.3063725826823,3942.35992483588,1199.25,265.0,1170.9360297706246,816.57045833737,489.556720040778,297.1616677676222
2023-01-15 12:00:00,12967.5,1699.0,16002.919089328789,15398.138555287647,4807.190314713798,4389.163275535993,8987.25,1384.25,10929.387404453897,10847.0910793023,4812.211361818398,5182.667237443011,18048.25,1618.75,24313.144808694873,23700.466777088615,4876.065728955728,4550.924402881912,953.25,415.75,1391.7253494645815,1030.8991542071028,668.593434896779,449.41899280158464
2023-01-15 13:00:00,13668.0,1451.5,18248.323682915558,17980.289821429127,4080.7197478021762,3349.6919255448306,9062.5,1071.0,11297.301772589612,11359.801607297279,5133.453512999367,5257.819286901667,17945.5,1016.75,24729.45522500725,24082.400028471264,5348.941161684554,4541.785356583362,807.75,580.25,1530.5143932276687,1278.9976146257309,804.779141814602,646.4082338950071
2023-01-15 14:00:00,13932.25,577.5,19321.402855925287,19398.157842152075,4195.246530044702,2714.7155958087724,8963.5,463.25,11408.403780515719,11612.12982351557,4902.9467486793565,4387.894963915972,18095.0,527.75,24748.395276973628,23995.63825845781,4823.147481952468,3445.7721206625843,933.25,471.5,1465.1456563016864,1123.0738715318396,1245.2410735262863,1118.4411505401729
2023-01-15 15:00:00,15495.0,31.5,19820.524609412245,20106.332656608844,2521.736864718134,1862.6374682663798,8723.75,66.25,11495.510753892531,11701.920584266014,4603.131919613034,2533.785593730724,18250.25,58.75,24969.562383680477,24399.55028899798,4371.197905987236,1862.301658174527,1007.0,94.0,1535.8045198144375,1216.1229698009058,2252.7385507117,1274.6152221646557
2023-01-15 16:00:00,16167.0,0.0,19902.339666111548,20164.782876958496,68.62146933815845,0.8416329092683577,8752.0,0.0,11370.819423284065,11573.351415327346,269.6261140461127,633.5252624343143,18374.0,0.0,24881.95002707648,24528.00240794649,260.64940035290743,274.77381693731337,1048.75,0.0,1566.7350422928066,1268.2260842498047,223.44259525167428,535.2220432738671
2023-01-15 17:00:00,16479.75,0.0,20093.577955667726,20307.03313755798,0.0,0.0,8824.5,0.0,11288.440225254746,11562.187284603293,0.0,0.0,18290.5,0.0,24636.22133656756,24452.832300276397,0.0,0.0,1207.5,0.0,1551.9901886795642,1236.2772669916608,0.0,0.0
2023-01-15 18:00:00,15987.75,0.0,20168.79268092181,20373.76806031919,0.0,0.0,8521.25,0.0,11202.708536868377,11504.239460747962,0.0,0.0,17331.0,0.0,24105.88927094828,24125.67955064347,0.0,0.0,1178.25,0.0,1553.2581586144886,1238.0540049252036,0.0,0.0
2023-01-15 19:00:00,15312.0,0.0,20121.225521429962,20387.69009240576,0.0,0.0,8161.5,0.0,10997.346010074503,11224.76267800616,0.0,0.0,16918.75,0.0,23598.467068733073,23758.47256302375,0.0,0.0,1116.0,0.0,1556.8458461869432,1248.229250167098,0.0,0.0
2023-01-15 20:00:00,14145.0,0.0,19884.165210356656,20271.41175329176,0.0,0.0,7658.0,0.0,10602.938370937844,10580.484933733193,0.0,0.0,16035.5,0.0,23135.150618958345,23370.55575633774,0.0,0.0,1115.25,0.0,1526.3523745418083,1191.8486864314957,0.0,0.0
2023-01-15 21:00:00,13102.75,0.0,19380.867449810015,19885.4643456289,0.0,0.0,7145.75,0.0,10198.973144208361,9848.74871253734,0.0,0.0,14723.5,0.0,22339.297536495964,22402.653176080188,0.0,0.0,1132.0,0.0,1460.0221151428775,1087.5683631279765,0.0,0.0
2023-01-15 22:00:00,11743.5,0.0,18012.054432796624,18126.302113008707,0.0,0.0,6720.75,0.0,9407.09907393902,8606.94763757014,0.0,0.0,13909.5,0.0,19870.257693386728,19480.019594345315,0.0,0.0,1111.25,0.0,1203.3324139604642,803.4996245975251,0.0,0.0
2023-01-15 23:00:00,10750.0,0.0,16789.244382203415,16354.789615212614,0.0,0.0,6177.25,0.0,9139.129615370699,8213.14023248477,0.0,0.0,11901.0,0.0,18579.71566437974,17972.214748546783,0.0,0.0,1082.5,0.0,1278.3284364559595,868.7403901258912,0.0,0.0
2023-01-16 00:00:00,9662.5,0.0,15335.50901739306,14343.4885240898,0.0,0.0,5715.5,0.0,8890.546267718111,7892.819862966144,0.0,0.0,10693.75,0.0,17140.47643944368,16126.9840609776,0.0,0.0,1013.25,0.0,1304.289212623466,884.065781582884,0.0,0.0
